City_ID,City,Country,Max Temp,Weather Description,Lat,Lng,Hotel Name
206,Gawler,AU,51.55,light rain,-34.6,138.7333,Eagle Foundry Bed & Breakfast
208,Lasa,IT,58.08,scattered clouds,46.6166,10.7002,Pension Feldgärtenhof
211,Touros,BR,76.1,few clouds,-5.1989,-35.4608,INN NEW HORIZON
212,Lata,PT,61.81,few clouds,40.1629,-8.3327,Casa Maquia
213,Port Elizabeth,ZA,57.49,broken clouds,-33.918,25.5701,39 On Nile Guest House
214,Verkhnevilyuysk,RU,63.03,clear sky,63.4453,120.3167,Gostinitsa Mila
221,Miguelopolis,BR,75.02,clear sky,-20.1794,-48.0319,Las Vegas Motel
223,Kathmandu,NP,71.82,broken clouds,27.7167,85.3167,Hotel Shanker Kathmandu
224,Mineros,BO,74.05,clear sky,-17.1167,-63.2333,Colpacaranda Eco Resort
226,Vila Velha,BR,73.96,clear sky,-20.3297,-40.2925,Quality Suites Vila Velha
231,Xining,CN,57.34,overcast clouds,36.6167,101.7667,Super Leisure Hotel
233,Baoshan,CN,77.0,overcast clouds,46.5586,131.4244,Kelaixiang Restaurant
236,Kuching,MY,75.42,few clouds,1.55,110.3333,The Ranee Boutique Suites
237,Barsi,IN,73.33,overcast clouds,18.2333,75.7,B.K.T. COMMUNICATION AND FASHION
238,Moron,AR,56.05,clear sky,-34.6534,-58.6198,Hotel Morón
239,Kutum,SD,73.4,scattered clouds,14.2,24.6667,Dibbo areaمنطقة دبو
241,Comodoro Rivadavia,AR,60.66,clear sky,-45.8667,-67.5,Austral Hotel
242,Kharp,RU,51.33,overcast clouds,66.8014,65.8081,"Hotel ""Sob"""
243,Brae,GB,51.71,overcast clouds,60.3964,-1.353,Busta House Hotel
244,Gold Coast,AU,66.27,overcast clouds,-28.0,153.4333,Mantra Towers of Chevron Surfers Paradise
245,Coxim,BR,77.63,clear sky,-18.5067,-54.76,Hotel Avenida
246,Bengkulu,ID,74.95,scattered clouds,-3.8004,102.2655,Grage Hotel Bengkulu
247,Quatre Cocos,MU,59.11,clear sky,-20.2078,57.7625,Sunrise Attitude Hotel
248,Dingle,PH,79.0,light rain,10.9995,122.6711,SEGAYA PROPERTY
249,Port Lincoln,AU,51.64,broken clouds,-34.7333,135.8667,Port Lincoln Hotel
250,Hobyo,SO,77.22,scattered clouds,5.3505,48.5268,Halane Hotel and Restaurent
253,Nizhniy Kuranakh,RU,56.53,overcast clouds,58.8353,125.4869,Park Pobedy
256,Soubre,CI,71.4,few clouds,5.7856,-6.6083,Lynd Hotels Soubre
257,Ortakoy,TR,70.05,clear sky,38.7373,34.0387,Berilhan Hotel
258,Liverpool,GB,57.69,clear sky,53.4106,-2.9779,Premier Inn Liverpool City Centre (Moorfields) hotel
259,Carutapera,BR,75.97,broken clouds,-1.195,-46.02,Lidera
261,Aklavik,CA,64.4,broken clouds,68.2191,-135.0107,Aklavik Inn
262,Sokoni,TZ,75.43,broken clouds,-6.4333,39.55,Ujamaa Beach Resort
265,Bielsk Podlaski,PL,57.02,clear sky,52.7651,23.1865,Hotel Unibus
266,Denpasar,ID,76.66,moderate rain,-8.65,115.2167,ASTON Denpasar Hotel & Convention Center
267,Fortuna,US,68.94,few clouds,40.5982,-124.1573,Super 8 by Wyndham Fortuna
268,Bakchar,RU,55.51,overcast clouds,57.0186,82.0711,Kristina
270,Kalmunai,LK,79.57,overcast clouds,7.4167,81.8167,VS Villa
271,Talmenka,RU,63.84,broken clouds,53.8183,83.5677,Taverna U Dyadi Viti
273,Sri Aman,MY,73.45,broken clouds,1.2376,111.4621,Seri Simanggang Hotel
274,Halifax,CA,62.65,overcast clouds,44.6453,-63.5724,Hotel Halifax
277,Camocim,BR,77.4,few clouds,-2.9022,-40.8411,Hotel Ilha do Amor
278,At-Bashi,KG,51.82,scattered clouds,41.1702,75.8106,Hostel At-Bashy
279,Smithfield,US,79.99,clear sky,41.922,-71.5495,Hampton Inn & Suites Providence/Smithfield
280,Alofi,NU,76.89,few clouds,-19.0595,-169.9187,Taloa Heights
282,Suleja,NG,69.91,overcast clouds,9.1758,7.1808,Capy Motel
283,Ponta Do Sol,PT,73.0,clear sky,32.6667,-17.1,Hotel do Campo
284,Northam,GB,59.02,scattered clouds,51.0333,-4.2167,Durrant House Hotel
286,Itagiba,BR,66.18,overcast clouds,-14.2836,-39.8428,KALIBA BAR Pousada e Restaurante
287,Soyo,AO,72.5,scattered clouds,-6.1349,12.3689,Hotel Mpampa
288,Phek,IN,58.68,light rain,25.6667,94.5,Prayer Centre
289,Morbach,DE,57.52,clear sky,49.8167,7.1167,Boardinghouse Morbach
290,Kyshtovka,RU,56.66,broken clouds,56.555,76.6271,Uyutnaya Mini-Hotel
291,Conde,BR,72.86,broken clouds,-7.2597,-34.9075,Pousada Beija Flor
292,Hervey Bay,AU,66.31,clear sky,-25.2986,152.8535,Shelly Bay Resort
293,Cidreira,BR,53.56,clear sky,-30.1811,-50.2056,Hotel Castelo
294,Canguaretama,BR,77.49,few clouds,-6.38,-35.1289,Pousada do Italiano
301,Plettenberg Bay,ZA,56.07,clear sky,-34.0527,23.3716,Thanda Vista B&B
302,Asau,RO,67.95,light rain,46.4333,26.4,Casa Mika Ciobanus
304,Seljord,NO,57.61,light rain,59.4894,8.634,Seljord Hotell
307,Pisco,PE,66.25,clear sky,-13.7,-76.2167,Hotel San Isidro Oficial
308,Timmins,CA,75.02,broken clouds,48.4669,-81.3331,The Senator Hotel & Conference Centre
310,Camana,PE,63.28,few clouds,-16.6228,-72.7111,Hostal Morales
311,Akola,IN,77.61,overcast clouds,20.7333,77.0,Hotel City Pride
313,Mizan Teferi,ET,60.51,overcast clouds,6.9833,35.5833,Hotel Salayish | ሆቴል ሳላይሽ
314,Faya,SA,64.92,overcast clouds,18.3851,42.4509,املاك خالد الشعشوع
316,Bac Lieu,VN,79.2,overcast clouds,9.285,105.7244,Khách sạn Sài Gòn Bạc Liêu
317,Puerto Del Rosario,ES,73.15,clear sky,28.5004,-13.8627,Hotel JM Puerto del Rosario
318,Ilhabela,BR,63.45,scattered clouds,-23.7781,-45.3581,Ilha Flat Hotel
319,Carballo,ES,63.01,broken clouds,43.213,-8.691,Pazo do Souto
320,Buala,SB,79.48,light rain,-8.145,159.5921,Maringe Lagoon Lodge
321,Biga,TR,77.05,clear sky,40.2281,27.2422,Köşdere Otel
322,Kurchum,KZ,67.68,clear sky,48.5722,83.6542,"Gostinitsa ""Kneda"""
324,Oussouye,SN,77.18,light rain,12.485,-16.5469,Auberge du Routard
325,Sambava,MG,68.36,few clouds,-14.2667,50.1667,Melrose
327,Isangel,VU,73.51,few clouds,-19.55,169.2667,Tanna Lodge
328,Santiago Del Estero,AR,58.8,clear sky,-27.7951,-64.2615,Apartamentos Castelli 90
329,Juba,SS,70.81,overcast clouds,4.8517,31.5825,ROYAL PALACE HOTEL - JUBA
330,Fare,PF,78.87,broken clouds,-16.7,-151.0167,Maitai Lapita Village Huahine
331,Hovd,MN,59.63,clear sky,48.0056,91.6419,Hotel Khovd
335,Andapa,MG,58.96,few clouds,-14.65,49.65,Ramanandraibe Andapa
336,Rawson,AR,59.88,scattered clouds,-43.3002,-65.1023,Hosteria Sampedro
338,Fuyu,CN,66.67,overcast clouds,45.1833,124.8167,Education Hostel
340,Vila Franca Do Campo,PT,68.41,clear sky,37.7167,-25.4333,Pestana Bahia Praia
341,Meulaboh,ID,74.59,broken clouds,4.1363,96.1285,Kost Pria
342,Whitecourt,CA,69.04,light rain,54.1502,-115.6855,Super 8 by Wyndham Whitecourt
344,Bonthe,SL,76.21,scattered clouds,7.5264,-12.505,Bonthe Holiday Village
349,Visby,SE,59.86,scattered clouds,57.6409,18.296,Best Western Solhem Hotel Visby
350,Kushmurun,KZ,69.44,scattered clouds,52.4503,64.6311,Gostinitsa Pri Depo
351,Chippewa Falls,US,79.72,broken clouds,44.9369,-91.3929,AmericInn by Wyndham Chippewa Falls
352,Tongliao,CN,65.35,overcast clouds,43.6125,122.2653,Meirujia Hotel
355,Kumphawapi,TH,79.0,overcast clouds,17.1087,103.0149,ลีลาวดี รีสอร์ท
356,San Vicente,AR,50.65,clear sky,-26.6167,-54.1333,Complejo Turístico Farelluk
357,Iracoubo,GF,78.19,broken clouds,5.4802,-53.2011,Le Gîte d’Iracoubo
358,Bandipur,NP,67.96,overcast clouds,27.9333,84.4167,Bandipur Guest House
359,Ocampo,MX,76.28,broken clouds,21.65,-101.5,Casa de ratas
360,Fort Nelson,CA,76.59,smoke,58.8053,-122.7002,The Fort Nelson Hotel
361,Neiafu,TO,77.68,scattered clouds,-18.65,-173.9833,Mystic Sands Beachfront Accommodation
365,Charagua,BO,63.39,scattered clouds,-19.8,-63.2167,Hotel
366,Krasnoturinsk,RU,56.46,scattered clouds,59.7666,60.2086,Teremok Inn
367,Wyszkow,PL,64.35,scattered clouds,52.5928,21.4584,PPUH Bias Sp. z. o. o.
368,Sladkovo,RU,59.31,scattered clouds,55.5284,70.3385,Gostinitsa
369,Haines Junction,CA,71.55,light rain,60.7522,-137.5108,Parkside Inn
372,Vilyuysk,RU,64.26,clear sky,63.7553,121.6247,Gostinitsa Viliuisk
373,Sao Filipe,CV,76.78,scattered clouds,14.8961,-24.4956,Hotel Xaguate
374,Penzance,GB,58.21,broken clouds,50.1186,-5.5371,Artist Residence Penzance
377,Aberdeen,GB,54.09,overcast clouds,57.1437,-2.0981,Premier Inn Aberdeen City Centre hotel
378,Juneau,US,66.25,overcast clouds,58.3019,-134.4197,"Baranof Downtown, Bw Signature Collection"
379,Sijunjung,ID,70.75,overcast clouds,-0.6876,100.9537,Hotel Bukik Gadang
380,Namibe,AO,69.1,overcast clouds,-15.1961,12.1522,Hotel Chik Chik Namibe
381,Kingisepp,RU,55.47,overcast clouds,59.3733,28.6134,Narva
383,Thayetmyo,MM,76.23,overcast clouds,19.3167,95.1833,Htarwaya Thitsar Guest House
384,Sexsmith,CA,72.75,smoke,55.35,-118.786,Sexsmith Heritage Park
386,Bandarbeyla,SO,77.4,few clouds,9.4942,50.8122,JABIR HOTEL
387,Aksu,CN,74.97,overcast clouds,41.1231,80.2644,Pudong Holiday Hotel
388,Palmares Do Sul,BR,52.09,clear sky,-30.2578,-50.5097,Restaurante e Pensão Lopes
391,Ribeira Grande,PT,73.31,scattered clouds,38.5167,-28.7,Quinta da Meia Eira
392,Taltal,CL,60.03,few clouds,-25.4,-70.4833,Residencial Karime
396,Pietarsaari,FI,58.89,overcast clouds,63.65,22.6833,Jakobstad City Hotel Pietarsaari
401,Ust-Ishim,RU,55.81,clear sky,57.6935,71.1665,"Velichko T.p., Gostinitsa"
402,Trairi,BR,77.92,clear sky,-3.2778,-39.2689,janelas do mar
403,Bagotville,AU,63.64,overcast clouds,-28.9833,153.4167,Broadwater Sunrise Caravan Park
406,Sal Rei,CV,77.56,broken clouds,16.1833,-22.9167,Marine Club Beach Resort
408,Safranbolu,TR,65.28,clear sky,41.2508,32.6942,Canbulat & Canbulat Tourism
410,Sandwick,GB,51.62,broken clouds,60.0,-1.25,Beach House Self-Catering Accomodation
411,Vrangel,RU,69.64,overcast clouds,42.7297,133.0839,"Отель ""БАЛИ"""
414,Valparaiso,CL,54.52,fog,-33.0393,-71.6273,Hotel Ultramar
415,Charters Towers,AU,60.48,clear sky,-20.1,146.2667,Cattleman's Rest Motor Inn
418,Sitka,US,62.49,overcast clouds,57.0531,-135.33,Westmark Sitka
419,Rassvet,RU,75.79,few clouds,46.8333,40.75,Gostinitsa
420,Graulhet,FR,63.34,clear sky,43.7669,1.9894,Hôtel Restaurant du Lac à Graulhet
421,Siddhapur,IN,79.25,overcast clouds,23.9167,72.3833,Hotel Anand And Guest House
422,Hamilton,US,78.96,scattered clouds,39.1834,-84.5333,Six Acres Bed & Breakfast
424,Coquimbo,CL,56.93,clear sky,-29.9533,-71.3436,Punto de encuentro
425,Nantucket,US,79.25,few clouds,41.2835,-70.0995,Jared Coffin House
426,Palmer,US,78.67,few clouds,42.1584,-72.3287,Wedgewood Motel
428,Kolda,SN,74.3,overcast clouds,12.8833,-14.95,Hôtel Hobbe Chasse
429,Ballina,AU,63.79,overcast clouds,-28.8667,153.5667,Ramada Hotel & Suites by Wyndham Ballina Byron
430,Mao,ES,73.96,few clouds,39.8885,4.2658,ARTIEM Capri
432,Bela Vista De Goias,BR,78.15,clear sky,-16.9728,-48.9533,Victoria Palace Hotel
434,Matara,LK,77.83,overcast clouds,5.9485,80.5353,Amaloh Boutique Resort
435,Jumla,NP,63.64,overcast clouds,29.2747,82.1838,"अन्नी घर, जुम्ला - Anni Ghar"
436,Athabasca,CA,75.02,light rain,54.7169,-113.2854,Athabasca Lodge Motel
437,Lexington,US,78.94,few clouds,37.9887,-84.4777,DoubleTree Suites by Hilton Hotel Lexington
438,Urumqi,CN,70.75,clear sky,43.801,87.6005,Hua Ling Grand Hotel Urumqi
440,Harnosand,SE,55.99,overcast clouds,62.6323,17.9379,First Hotel Stadt
441,Zanesville,US,79.3,scattered clouds,39.9404,-82.0132,"Holiday Inn Express & Suites Zanesville North, an IHG Hotel"
442,Bushenyi,UG,60.39,scattered clouds,-0.5853,30.2114,College View Guest House
444,Quimper,FR,59.07,clear sky,48.0,-4.1,Hôtel Escale Oceania Quimper
445,Lichinga,MZ,59.74,broken clouds,-13.3128,35.2406,Residencial Bendiak
446,Birjand,IR,68.47,clear sky,32.8663,59.2211,Birjand Tourist Hotel
448,Kindu,CD,74.34,broken clouds,-2.95,25.95,Résidence Okanda
451,Kelo,TD,74.52,light rain,9.3086,15.8066,Plantation de Kelo
452,Biak,ID,74.88,broken clouds,-0.9131,122.8766,Penginapan Kim
453,Vigrestad,NO,54.59,broken clouds,58.5667,5.7,Brusand Camping
454,Wurzburg,DE,59.45,few clouds,49.7878,9.9361,Hotel Strauss - Würzburg
457,Miyako,JP,79.83,overcast clouds,39.6367,141.9525,Hotel Route Inn Miyako
461,Pinega,RU,56.43,overcast clouds,64.7001,43.3936,"Gostevoy Dom Ooo ""Pinezh'yeles"""
463,Kampong Chhnang,KH,77.5,overcast clouds,12.1667,104.55,រមណីយដ្ឋាន ទឹកធ្លាក់ស្រែអំពិល
464,Baiyin,CN,61.68,light rain,36.5583,104.2081,GreenTree Alliance Gansu Baiyin Renmin Road Hotel
465,San Cristobal,VE,78.98,overcast clouds,7.7669,-72.225,Posada Villaven C.A.
467,Nadym,RU,54.9,broken clouds,65.5333,72.5167,Apartment on Zvereva
469,Monteagudo,BO,60.98,broken clouds,-19.8167,-63.9833,"Residencial ""OLIVIA"""
471,Turukhansk,RU,61.43,overcast clouds,65.8167,87.9833,"ООО ""Туруханская пушнина"""
472,Viedma,AR,59.76,broken clouds,-40.8135,-62.9967,Hotel Cristal
473,Erenhot,CN,72.19,overcast clouds,43.6475,111.9767,Erenhot Rurouni Youth Hostel
475,Wencheng,CN,73.02,light rain,33.0559,113.7978,Ruyi Hostel
477,Terrace,CA,78.71,few clouds,54.5163,-128.6035,Northern Motor Inn
478,Sidhi,IN,75.22,broken clouds,24.4167,81.8833,Kamdhenu Sweets
479,Poum,NC,68.4,clear sky,-20.2333,164.0167,Gîte kajeon
483,Santa Isabel Do Rio Negro,BR,79.14,broken clouds,-0.4139,-65.0192,Hotel GSA
485,Kafanchan,NG,67.24,overcast clouds,9.5833,8.3,Sir Joe guest Inn
486,Ambulu,ID,74.88,overcast clouds,-8.345,113.6058,Hotel Ambulu Jember
490,Sibolga,ID,75.99,overcast clouds,1.7427,98.7792,Hotel Syariah CN Darussalam
493,Nhulunbuy,AU,74.01,scattered clouds,-12.2333,136.7667,East Arnhem Real Estate
494,Yarmouth,US,79.27,broken clouds,41.7057,-70.2286,Blue Rock Resort
497,Labuhan,ID,75.94,broken clouds,-6.8844,112.2051,PT PPI Lamongan Tambak C
501,Ode,NG,69.13,overcast clouds,7.7899,5.7117,MORALAB HOTEL
502,Jelling,DK,58.12,overcast clouds,55.7559,9.4258,Skovdal Kro
504,Huanren,CN,67.6,scattered clouds,41.2647,125.3667,Dynasty Wunvshan Ice Chateau
505,Arua,UG,61.39,clear sky,3.0201,30.9111,Golden Courts Hotel
509,Maumere,ID,78.93,broken clouds,-8.6199,122.2111,Sylvia Hotel
510,Jardim Do Serido,BR,78.48,scattered clouds,-6.5844,-36.7744,Pousada e Restaurante do Diniz
511,Katherine,AU,64.72,broken clouds,-14.4667,132.2667,Pine Tree Motel
512,Chumikan,RU,51.58,light rain,54.7183,135.315,Fortuna
514,Chernyshevskiy,RU,61.2,broken clouds,63.0128,112.4714,Chernyseyskiy
517,Yar-Sale,RU,54.9,overcast clouds,66.8333,70.8333,Yalemd
518,Takaka,NZ,53.38,light rain,-40.85,172.8,Golden Bay Motels
519,Kirakira,SB,77.59,overcast clouds,-10.4544,161.9205,SanBiz Lodge
520,Tura,IN,73.9,overcast clouds,25.5198,90.2201,Hotel RIKMAN Continental
522,Piranshahr,IR,66.97,clear sky,36.701,45.1413,مسافر خانه سعدی
523,Vaitape,PF,79.14,broken clouds,-16.5167,-151.75,Conrad Bora Bora Nui
524,Kloulklubed,PW,79.3,broken clouds,7.0419,134.2556,Storyboard Beach Resort
525,Amurzet,RU,72.84,broken clouds,47.6967,131.0981,Gostinitsa Kvartirnogo Tipa
526,Shiyan,CN,77.68,overcast clouds,32.6475,110.7781,Fenghuang Garden Holiday Hotel
