City_ID,City,Country,Max Temp,Weather Description,Lat,Lng,Hotel Name
527,Paita,PE,70.36,clear sky,-5.0892,-81.1144,Hotel Náutico de Paita
529,Ahipara,NZ,54.55,few clouds,-35.1667,173.1667,Ahipara Holiday Park
533,Sinjai,ID,73.54,clear sky,-5.1241,120.253,Wisma Sandika
534,Karakol,KG,58.77,overcast clouds,42.4907,78.3936,"Gostinitsa ""Al'tamira"""
536,Tazovskiy,RU,54.95,broken clouds,67.4667,78.7,TazHostel
537,Marieville,CA,75.78,few clouds,45.4334,-73.1658,Manoir Ramezay
538,Bois-Guillaume,FR,59.9,mist,49.4602,1.1222,Hôtel Première Classe Rouen Bois Guillaume
539,Klaksvik,FO,50.92,overcast clouds,62.2266,-6.589,Airbnb rooms
545,Teguise,ES,68.22,few clouds,29.0605,-13.564,B&B La Casona de Nazaret
546,Wamba,NG,70.74,light rain,8.9333,8.6,Roma Zee Guest House Annex
547,Chapais,CA,64.18,overcast clouds,49.7834,-74.8492,Hôtel Opémiska
549,Belogorsk,RU,61.05,light rain,50.9158,128.4611,Gostinitsa Vostok 2000
550,Broome,US,73.17,few clouds,42.2506,-75.833,Chenango Valley State Park
553,North Bend,US,77.23,broken clouds,43.4065,-124.2243,Red Lion Hotel Coos Bay
555,Sampit,ID,74.84,overcast clouds,-2.5333,112.95,Aquarius Boutique Hotel Sampit
556,Timbiqui,CO,78.84,light rain,2.7717,-77.6654,hotel diana
557,Hambantota,LK,78.91,overcast clouds,6.1241,81.1185,Bungalow 63
558,Libreville,GA,78.82,scattered clouds,0.3925,9.4537,Hotel Re-Ndama
560,Stubbekobing,DK,59.02,few clouds,54.8887,12.041,Under Valnødden
561,Syasstroy,RU,63.82,light rain,60.1367,32.5691,"Syas', Gostinitsa"
562,Ganzhou,CN,79.03,clear sky,28.8184,115.4327,Laotou Farm Restaurant Hostel
563,Ialibu,PG,59.63,overcast clouds,-6.2821,143.9935,Eastwood Guesthouse
564,Liepaja,LV,62.65,scattered clouds,56.5419,21.0367,Promenade Hotel
565,Port Hardy,CA,64.58,scattered clouds,50.6996,-127.4199,Airport Inn
567,Varhaug,NO,54.48,broken clouds,58.6147,5.6457,Jonas Bue
570,Anchorage,US,79.68,clear sky,61.2181,-149.9003,Hotel Captain Cook
573,Rylsk,RU,64.31,scattered clouds,51.5655,34.6822,"Gostinitsa ""Mechta"""
574,Apatou,GF,75.22,overcast clouds,5.155,-54.3472,Yoto quensha
575,Tomra,NO,53.83,broken clouds,62.5833,6.9333,Albatross Brakke
577,Cairns,AU,73.35,broken clouds,-16.9167,145.7667,Mantra Trilogy Cairns
578,Butembo,CD,56.77,broken clouds,0.15,29.2833,Hotel Butembo
579,Bharatpur,IN,79.7,scattered clouds,27.2167,77.4833,OYO 22446 Sonar Haveli
580,Svetlyy,RU,60.85,scattered clouds,54.675,20.1347,"Gostinitsa-Kafe, Alena"
581,Kibungan,PH,65.57,moderate rain,16.695,120.6553,PCML
585,Prince Rupert,CA,64.49,broken clouds,54.3161,-130.3201,Crest Hotel
586,Guanare,VE,77.02,scattered clouds,9.0418,-69.7421,Nuevo Hotel Coromoto
588,Goma,CD,64.99,scattered clouds,-1.6792,29.2228,Hotel la Versailles Goma
591,Sovetskiy,RU,60.19,overcast clouds,61.3614,63.5842,Apartment on Kievskaya 29
592,Strezhevoy,RU,57.18,overcast clouds,60.7333,77.5889,Sibiryachka
593,Nuuk,GL,50.61,overcast clouds,64.1835,-51.7216,Vandrehuset
595,Stornoway,GB,57.16,overcast clouds,58.2093,-6.3865,Caladh Inn
597,Cabedelo,BR,74.07,few clouds,-6.9811,-34.8339,Hotel Pigalle
598,Harwich,GB,62.35,overcast clouds,51.9419,1.2844,Premier Inn Harwich hotel
600,Petropavl,KZ,59.34,scattered clouds,54.8753,69.1628,Отель GREENWICH
604,Yagoua,CM,75.87,broken clouds,10.3411,15.2329,Sahel Hotel
606,Angoche,MZ,70.14,clear sky,-16.2325,39.9086,Guest House HESADA
608,Emerald,AU,63.34,few clouds,-23.5333,148.1667,The Irish Village
610,Saint-Pierre,RE,66.29,scattered clouds,-21.3393,55.4781,Lindsey Hôtel
611,Tailai,CN,63.99,light rain,46.3833,123.4,Pearl Garden Hotel
613,Nabire,ID,75.54,overcast clouds,-3.3667,135.4833,Hotel Nusantara Nabire
614,Kawalu,ID,71.46,overcast clouds,-7.3817,108.2082,KOSAN UNGU UNSIK
615,Malazgirt,TR,64.11,clear sky,39.1427,42.5401,malazgirt otel
617,Yekaterinovka,RU,76.14,scattered clouds,52.0508,44.3451,Gostinitsa
619,Saint-Francois,FR,62.04,overcast clouds,46.4154,3.9054,Manoir Du Bonheur
621,Kamloops,CA,79.79,smoke,50.6665,-120.3192,Ramada by Wyndham Kamloops
622,Samfya,ZM,61.83,clear sky,-11.3649,29.5565,Chita Lodge Samfya
625,Oudtshoorn,ZA,53.96,clear sky,-33.5907,22.2014,Earthbound Guest House
627,Trelew,AR,60.57,scattered clouds,-43.249,-65.3051,Hotel Touring Club
628,Stony Plain,CA,68.11,overcast clouds,53.5334,-114.0021,Travelodge by Wyndham Stony Plain
631,Baie-Saint-Paul,CA,71.58,overcast clouds,47.4411,-70.4986,Hôtel Baie-Saint-Paul
633,Mandalgovi,MN,53.44,clear sky,45.7625,106.2708,В.Ганбат
634,Antsohihy,MG,66.88,clear sky,-14.8796,47.9875,Hotel de Ville
635,Matagami,CA,68.11,overcast clouds,49.7502,-77.6328,Hôtel Matagami
636,Phan Thiet,VN,76.05,overcast clouds,10.9333,108.1,Hotel Saigon-PT
637,Antofagasta,CL,58.28,clear sky,-23.65,-70.4,"Holiday Inn Express Antofagasta, an IHG Hotel"
638,Curup,ID,67.39,overcast clouds,-3.4667,102.5333,Ayi The Costel
640,Osa,RU,63.34,broken clouds,57.2829,55.4567,Гостиница Оса
641,Buritama,BR,70.59,clear sky,-21.0661,-50.1472,Rancho Do Presidente - Buritama - SP
642,Semporna,MY,75.4,broken clouds,4.4818,118.6112,"Han Palace Hotel, Semporna, Sabah."
643,Maues,BR,76.48,overcast clouds,-3.3836,-57.7186,Hotel Miramar
644,Abashiri,JP,73.94,broken clouds,44.0213,144.2697,Tōyoko Inn Hokkaidō Okhotsk Abashiri Ekimae
645,Le Port,RE,66.61,clear sky,-20.9373,55.2919,KORBEY D'OR OUEST
646,Hualmay,PE,66.45,clear sky,-11.0964,-77.6139,Hotel Villa Kitzia Huacho
647,Morar,IN,76.06,overcast clouds,26.2261,78.2261,Hotel Adityaz
648,Sukhodol,RU,73.27,overcast clouds,53.9006,51.2117,Yugra Hotel Complex
650,Korsakov,RU,60.64,light rain,46.6328,142.7813,Hotel Asino
651,Yatou,CN,73.06,clear sky,37.15,122.3833,GreenTree Hotel Rongcheng Bus Station
652,Sauda,NO,53.69,scattered clouds,59.6506,6.3542,Klover Hotel
653,Grindavik,IS,53.55,broken clouds,63.8424,-22.4338,Northern Light Inn & Max's Restaurant
655,Trat,TH,76.55,moderate rain,12.5,102.5,สวนหนิง-อัศ
656,Manado,ID,75.97,few clouds,1.487,124.8455,Aryaduta Hotel
659,Goderich,CA,68.92,few clouds,43.7501,-81.7165,Harmony Inn
660,Olafsvik,IS,53.11,overcast clouds,64.8945,-23.7142,Hotel Olafsvik
661,Vanimo,PG,78.66,overcast clouds,-2.6741,141.3028,Vahmoneh Lodge Vanimo
665,Altay,CN,62.11,clear sky,47.8667,88.1167,Jinqiao Hotel
666,Chicama,PE,64.94,clear sky,-7.8447,-79.1469,Balihai Bungalows
667,Vagur,FO,50.83,overcast clouds,61.4732,-6.8119,The Scouts House Camping
669,Batemans Bay,AU,55.9,broken clouds,-35.7167,150.1833,Batemans Bay Marina Resort
671,Montepuez,MZ,65.95,broken clouds,-13.1256,38.9997,PembaAparthotel
674,Chimore,BO,74.07,clear sky,-16.9833,-65.1333,Bichito
676,Sept-Iles,CA,68.25,broken clouds,50.2001,-66.3821,Comfort Inn
677,Coihueco,CL,59.74,clear sky,-36.6167,-71.8333,Frutillares Coihueco
678,Jiamusi,CN,74.59,overcast clouds,46.8333,130.35,Riversky Hotel
679,Urusha,RU,55.87,broken clouds,54.05,122.9,Dom Otdykha Lokomotivnykh Brigad
682,Parana,AR,59.58,clear sky,-31.732,-60.5238,Howard Johnson by Wyndham Plaza Hotel Mayorazgo
683,Sumenep,ID,77.27,scattered clouds,-7.0167,113.8667,OYO 3271 Homestay Pandian
685,Pokrovsk,UA,73.58,clear sky,48.282,37.1758,Druzhba
686,Clarence Town,AU,59.95,broken clouds,-32.5833,151.7833,River Downs Cottage
689,Turka,UA,58.26,light rain,49.1541,23.0297,Мотель
690,Ambilobe,MG,66.63,clear sky,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
691,Ampanihy,MG,62.24,clear sky,-24.7,44.75,Angora Hotel
693,Chateauroux,FR,60.8,clear sky,46.8167,1.7,Hôtel Kyriad Chateauroux
694,Natal,BR,77.22,broken clouds,-5.795,-35.2094,Villa Park Hotel | Natal
695,Igrim,RU,55.63,overcast clouds,63.1906,64.4162,Obshchezhitiye Uchebno-Proizvodstvennogo Tsentra
696,Nosy Varika,MG,65.23,few clouds,-20.5833,48.5333,Hotel Volazara
