City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
275,Chardara,KZ,2021-07-27 18:46:56,41.2547,67.9692,81.36,22,0,21.45
276,Udachnyy,RU,2021-07-27 18:46:57,66.4167,112.4,71.26,54,54,1.05
277,Redlands,US,2021-07-27 18:42:29,34.0556,-117.1825,99.93,48,1,1.99
278,Hovd,MN,2021-07-27 18:46:57,48.0056,91.6419,66.27,51,0,3.74
279,Ourem,PT,2021-07-27 18:46:58,39.6417,-8.5919,73.6,69,0,13.87
280,Lamu,KE,2021-07-27 18:46:58,-2.2717,40.902,75.42,80,33,20.02
281,Taltal,CL,2021-07-27 18:46:58,-25.4,-70.4833,60.48,69,5,6.17
282,Lebu,CL,2021-07-27 18:46:59,-37.6167,-73.65,49.14,69,0,25.12
283,Butka,RU,2021-07-27 18:46:59,56.7179,63.7866,54.99,67,35,7.27
284,Mehamn,NO,2021-07-27 18:47:00,71.0357,27.8492,46.35,93,90,8.05
285,Te Anau,NZ,2021-07-27 18:47:00,-45.4167,167.7167,43.05,92,15,3.94
286,Kropotkin,RU,2021-07-27 18:47:00,45.4375,40.5756,63.03,77,35,8.77
287,Axim,GH,2021-07-27 18:47:01,4.8699,-2.2405,76.66,80,96,8.77
288,Moindou,NC,2021-07-27 18:47:01,-21.6924,165.677,58.95,73,0,3.91
289,Dossor,KZ,2021-07-27 18:47:01,47.5272,52.9811,80.24,20,100,10.49
290,Pando,UY,2021-07-27 18:47:02,-34.7167,-55.95,52.18,53,40,19.57
291,Sioux Lookout,CA,2021-07-27 18:42:58,50.1001,-91.917,75.58,53,20,4.61
292,Dingle,PH,2021-07-27 18:43:29,10.9995,122.6711,78.8,82,100,11.39
